,Unnamed: 0,Name,Location,Price,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Mileage_new,Brand,Name_new
709,709,Maruti Swift VDI BSIV,Kolkata,4445.58,2007_2012,52241,Diesel,Manual,First,25.2,1248,74.0,Others,25.2,Maruti,Swift VDI BSIV
710,710,Maruti Baleno Zeta 1.3,Coimbatore,12003.08,2017_2019,25433,Diesel,Manual,First,27.39,1248,74.0,Others,27.39,Maruti,Baleno Zeta 1.3
711,711,Tata Safari Storme 2012-2015 LX,Kochi,12493.62,2014_2016,40611,Diesel,Manual,First,14.0,2179,138.1,7,14.0,Tata,Safari Storme 2012-2015 LX
712,712,Hyundai Accent GLS,Bangalore,3065.92,2007_2012,72000,Others,Manual,Other,13.2,1495,94.0,Others,13.2,Hyundai,Accent GLS
713,713,Maruti Swift LDI SP Limited Edition,Hyderabad,9581.0,2014_2016,54631,Diesel,Manual,First,25.2,1248,74.0,Others,25.2,Maruti,Swift LDI SP Limited Edition
714,714,Maruti Swift VDI BSIV,Bangalore,5212.06,2007_2012,60000,Diesel,Manual,Other,17.8,1248,74.0,Others,17.8,Maruti,Swift VDI BSIV
715,715,Tata Nano XTA,Coimbatore,4890.14,2014_2016,24941,Others,Automatic,First,21.9,624,37.48,4,21.9,Tata,Nano XTA
716,716,Maruti Ertiga VDI,Ahmedabad,11880.44,2017_2019,63939,Diesel,Manual,First,25.47,1248,88.5,7,25.47,Maruti,Ertiga VDI
717,717,Maruti Celerio VXI AMT,Delhi,4905.47,2013_2014,35214,Others,Automatic,Other,23.1,998,67.04,Others,23.1,Maruti,Celerio VXI AMT
718,718,Maruti Swift VDI BSIV,Delhi,7511.5,2014_2016,63000,Diesel,Manual,First,25.2,1248,74.0,Others,25.2,Maruti,Swift VDI BSIV
719,719,Volkswagen Vento Petrol Highline,Kochi,5825.25,2007_2012,121377,Others,Manual,First,15.04,1598,103.6,Others,15.04,Volkswagen,Vento Petrol Highline
720,720,Volkswagen Jetta 2007-2011 1.9 Highline TDI,Chennai,6131.84,2007_2012,100970,Diesel,Automatic,First,15.5,1896,105.0,Others,15.5,Volkswagen,Jetta 2007-2011 1.9 Highline TDI
721,721,Mini Cooper 5 DOOR D,Hyderabad,36024.56,2013_2014,60000,Diesel,Automatic,Other,20.7,1496,113.98,Others,20.7,Mini,Cooper 5 DOOR D
722,722,Tata Indica V2 DLS,Chennai,1762.9,2007_2012,77650,Diesel,Manual,First,17.2,1396,53.5,Others,17.2,Tata,Indica V2 DLS
723,723,Honda City i-VTEC CVT VX,Bangalore,16326.02,2014_2016,18955,Others,Automatic,First,18.0,1497,117.3,Others,18.0,Honda,City i-VTEC CVT VX
724,724,Jaguar XF 2.2 Litre Luxury,Coimbatore,54696.01,2014_2016,47877,Diesel,Automatic,First,16.36,2179,187.7,Others,16.36,Jaguar,XF 2.2 Litre Luxury
725,725,Mercedes-Benz E-Class 2015-2017 E250 Edition E,Kochi,48962.74,2017_2019,43368,Diesel,Automatic,First,15.0,2143,204.0,Others,15.0,Mercedes-Benz,E-Class 2015-2017 E250 Edition E
726,726,Chevrolet Cruze LTZ,Chennai,6438.43,2007_2012,73000,Diesel,Manual,Other,18.3,1991,147.9,Others,18.3,Chevrolet,Cruze LTZ
727,727,Mahindra XUV500 W8 2WD,Ahmedabad,15176.3,2014_2016,72007,Diesel,Manual,First,15.1,2179,140.0,7,15.1,Mahindra,XUV500 W8 2WD
728,728,Mercedes-Benz New C-Class C 200 CGI Avantgarde,Kochi,23699.56,2013_2014,56778,Others,Automatic,First,11.74,1796,186.0,Others,11.74,Mercedes-Benz,New C-Class C 200 CGI Avantgarde
729,729,Honda Jazz VX,Kochi,12968.84,2017_2019,20024,Others,Manual,First,18.2,1199,88.7,Others,18.2,Honda,Jazz VX
730,730,Toyota Etios G,Kolkata,4982.12,2013_2014,42103,Others,Manual,First,16.78,1496,88.73,Others,16.78,Toyota,Etios G
731,731,Maruti Alto LXi BSIII,Hyderabad,3985.7,2007_2012,67147,Others,Manual,First,19.7,796,46.3,Others,19.7,Maruti,Alto LXi BSIII
732,732,Maruti Swift VXI BSIV,Coimbatore,7971.39,2014_2016,37806,Others,Manual,First,20.4,1197,81.8,Others,20.4,Maruti,Swift VXI BSIV
733,733,Maruti A-Star Vxi,Pune,2759.33,2007_2012,85000,Others,Manual,Other,19.0,998,66.1,Others,19.0,Maruti,A-Star Vxi
734,734,Tata Nano Lx BSIV,Chennai,2452.74,2007_2012,35000,Others,Manual,First,25.4,624,37.48,4,25.4,Tata,Nano Lx BSIV
735,735,Ford Figo Titanium Diesel,Kolkata,3832.4,2014_2016,72035,Diesel,Manual,First,25.5,1498,99.0,Others,25.5,Ford,Figo Titanium Diesel
736,736,Fiat Linea Emotion,Jaipur,3832.4,2007_2012,48500,Others,Manual,First,16.0,1368,90.0,Others,16.0,Fiat,Linea Emotion
737,737,Ford Figo Aspire 1.2 Ti-VCT Trend,Coimbatore,10270.83,2017_2019,28854,Others,Manual,First,18.16,1196,86.8,Others,18.16,Ford,Figo Aspire 1.2 Ti-VCT Trend
738,738,Maruti Baleno LXI,Hyderabad,1839.55,1998_2006,92450,Others,Manual,First,15.4,1590,94.0,Others,15.4,Maruti,Baleno LXI
739,739,BMW 3 Series 320d Luxury Line,Coimbatore,54496.73,2014_2016,14351,Diesel,Automatic,First,18.88,1995,184.0,Others,18.88,BMW,3 Series 320d Luxury Line
740,740,Chevrolet Cruze LTZ,Jaipur,11880.44,2017_2019,51087,Diesel,Manual,First,17.9,1998,163.7,Others,17.9,Chevrolet,Cruze LTZ
741,741,Mahindra Scorpio 2.6 DX,Chennai,2973.94,1998_2006,50000,Diesel,Manual,First,12.7,2609,116.6,Others,12.7,Mahindra,Scorpio 2.6 DX
742,742,Tata Indica V2 eLS,Hyderabad,3372.51,2014_2016,73000,Diesel,Manual,First,25.0,1396,69.0,Others,25.0,Tata,Indica V2 eLS
743,743,Chevrolet Cruze LTZ AT,Ahmedabad,5825.25,2007_2012,60000,Diesel,Automatic,First,18.1,1991,147.9,4,18.1,Chevrolet,Cruze LTZ AT
744,744,Toyota Innova 2.5 V Diesel 8-seater,Chennai,23990.82,2014_2016,50000,Diesel,Manual,First,12.8,2494,102.0,Others,12.8,Toyota,Innova 2.5 V Diesel 8-seater
745,745,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,60505.93,2017_2019,36797,Diesel,Automatic,First,19.27,2143,167.62,Others,19.27,Mercedes-Benz,New C-Class C 220d Avantgarde Edition C
746,746,Maruti Ritz VXi,Kolkata,2299.44,2007_2012,50000,Others,Manual,Other,18.5,1197,85.8,Others,18.5,Maruti,Ritz VXi
747,747,Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,Ahmedabad,13566.7,2013_2014,94000,Diesel,Manual,First,12.8,2494,102.0,Others,12.8,Toyota,Innova 2.5 GX (Diesel) 8 Seater BS IV
748,748,Toyota Fortuner 4x4 MT,Bangalore,27439.98,2013_2014,74000,Diesel,Manual,Other,12.55,2982,168.5,7,12.55,Toyota,Fortuner 4x4 MT
749,749,Hyundai i10 Sportz AT,Coimbatore,7787.44,2013_2014,41016,Others,Automatic,Other,16.95,1197,78.9,Others,16.95,Hyundai,i10 Sportz AT
750,750,Hyundai Verna 1.6 SX,Bangalore,9581.0,2007_2012,67000,Diesel,Manual,First,22.32,1582,126.32,Others,22.32,Hyundai,Verna 1.6 SX
751,751,Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Bangalore,34874.84,2014_2016,76927,Diesel,Automatic,First,15.73,1968,174.33,Others,15.73,Audi,Q3 2012-2015 35 TDI Quattro Premium Plus
752,752,Chevrolet Beat LS,Kolkata,2238.12,2007_2012,17088,Others,Manual,First,18.6,1199,79.4,Others,18.6,Chevrolet,Beat LS
753,753,Ford Fiesta 1.4 Duratorq ZXI,Pune,3142.57,2007_2012,112808,Diesel,Manual,Other,17.8,1399,68.0,Others,17.8,Ford,Fiesta 1.4 Duratorq ZXI
754,754,Ford Figo Diesel EXI,Coimbatore,6254.48,2013_2014,74980,Diesel,Manual,First,20.0,1399,68.0,Others,20.0,Ford,Figo Diesel EXI
755,755,Maruti Celerio VXI AT,Hyderabad,6974.97,2013_2014,44600,Others,Automatic,First,23.1,998,67.04,Others,23.1,Maruti,Celerio VXI AT
756,756,Mercedes-Benz A Class A180 CDI,Mumbai,21461.44,2013_2014,37000,Diesel,Automatic,First,20.0,2143,107.3,Others,20.0,Mercedes-Benz,A Class A180 CDI
757,757,Hyundai Creta 1.6 SX,Ahmedabad,16709.26,2014_2016,21000,Others,Manual,First,15.8,1591,121.3,Others,15.8,Hyundai,Creta 1.6 SX
758,758,Maruti Wagon R VXI BS IV,Bangalore,3755.75,2007_2012,81245,Others,Manual,First,18.9,998,67.1,Others,18.9,Maruti,Wagon R VXI BS IV
759,759,Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Delhi,24220.77,2013_2014,70000,Diesel,Automatic,First,10.0,2148,170.0,Others,10.0,Mercedes-Benz,E-Class 2009-2013 E 220 CDI Avantgarde
760,760,Ford EcoSport 1.5 Ti VCT MT Titanium BE,Mumbai,12646.92,2017_2019,4018,Others,Manual,First,18.88,1499,110.4,Others,18.88,Ford,EcoSport 1.5 Ti VCT MT Titanium BE
761,761,Renault Koleos 2.0 Diesel,Delhi,13030.16,2013_2014,70000,Diesel,Automatic,Other,13.73,1995,148.0,Others,13.73,Renault,Koleos 2.0 Diesel
762,762,Mahindra XUV500 W10 2WD,Coimbatore,23822.2,2014_2016,56532,Diesel,Manual,First,16.0,2179,140.0,7,16.0,Mahindra,XUV500 W10 2WD
763,763,Maruti Omni E 8 Str STD,Hyderabad,3602.46,2013_2014,26875,Others,Manual,First,16.8,796,34.2,Others,16.8,Maruti,Omni E 8 Str STD
764,764,Maruti Wagon R VXI,Coimbatore,6622.39,2014_2016,72599,Others,Manual,First,22.5,998,67.04,Others,22.5,Maruti,Wagon R VXI
765,765,Ford Endeavour XLT TDCi 4X2,Jaipur,5978.54,2007_2012,205000,Diesel,Manual,Other,13.1,2499,141.0,7,13.1,Ford,Endeavour XLT TDCi 4X2
766,766,Hyundai Verna 1.6 SX,Hyderabad,7971.39,2007_2012,98000,Diesel,Manual,Other,22.32,1582,126.32,Others,22.32,Hyundai,Verna 1.6 SX
767,767,Hyundai i20 Magna 1.2,Mumbai,8967.82,2017_2019,19500,Others,Manual,First,18.6,1197,81.83,Others,18.6,Hyundai,i20 Magna 1.2
768,768,Maruti Ertiga ZXI,Bangalore,9581.0,2013_2014,68000,Others,Manual,Other,16.02,1373,93.7,7,16.02,Maruti,Ertiga ZXI
769,769,Mahindra XUV500 W9 AT,Coimbatore,27026.08,2017_2019,19654,Diesel,Automatic,First,14.0,2179,155.0,7,14.0,Mahindra,XUV500 W9 AT
770,770,Maruti SX4 S Cross DDiS 200 Zeta,Mumbai,14946.36,2017_2019,26000,Diesel,Manual,First,23.65,1248,88.5,Others,23.65,Maruti,SX4 S Cross DDiS 200 Zeta
771,771,Mercedes-Benz SLK-Class SLK 350,Bangalore,84312.8,2014_2016,10000,Others,Automatic,First,18.1,3498,306.0,2,18.1,Mercedes-Benz,SLK-Class SLK 350
772,772,Volkswagen Polo Diesel Comfortline 1.2L,Hyderabad,6285.14,2007_2012,75020,Diesel,Manual,First,22.07,1199,73.9,Others,22.07,Volkswagen,Polo Diesel Comfortline 1.2L
773,773,Toyota Fortuner 4x4 MT,Hyderabad,18380.19,2007_2012,157000,Diesel,Manual,First,12.55,2982,168.5,7,12.55,Toyota,Fortuner 4x4 MT
774,774,Mahindra XUV500 W10 2WD,Kochi,20756.28,2017_2019,43773,Diesel,Manual,First,16.0,2179,140.0,7,16.0,Mahindra,XUV500 W10 2WD
775,775,Mercedes-Benz GLE 250d,Mumbai,85845.76,2014_2016,21000,Diesel,Automatic,First,17.9,2143,201.15,Others,17.9,Mercedes-Benz,GLE 250d
776,776,Honda Jazz 1.2 VX i VTEC,Chennai,9964.24,2014_2016,23280,Others,Manual,First,18.7,1199,88.7,Others,18.7,Honda,Jazz 1.2 VX i VTEC
777,777,Maruti Swift Dzire VDI,Pune,7281.56,2013_2014,88000,Diesel,Manual,First,23.4,1248,74.0,Others,23.4,Maruti,Swift Dzire VDI
778,778,Hyundai Verna 1.6 SX VTVT,Hyderabad,8584.58,2013_2014,67000,Others,Manual,First,17.01,1591,121.3,Others,17.01,Hyundai,Verna 1.6 SX VTVT
779,779,Ford Endeavour 3.2 Titanium AT 4X4,Coimbatore,44762.43,2017_2019,59636,Diesel,Automatic,First,10.91,3198,197.0,7,10.91,Ford,Endeavour 3.2 Titanium AT 4X4
780,780,Hyundai i20 1.2 Asta Option,Kolkata,9734.3,2017_2019,11000,Others,Manual,First,18.6,1197,81.83,Others,18.6,Hyundai,i20 1.2 Asta Option
781,781,Honda City 1.5 V MT Sunroof,Mumbai,7588.15,2013_2014,60669,Others,Manual,First,16.8,1497,116.3,Others,16.8,Honda,City 1.5 V MT Sunroof
782,782,Honda Amaze VX Diesel,Hyderabad,13030.16,2017_2019,12000,Diesel,Manual,First,27.4,1498,98.6,Others,27.4,Honda,Amaze VX Diesel
783,783,Hyundai Verna 1.6 SX VTVT (O),Kolkata,6898.32,2013_2014,35000,Others,Manual,First,17.1,1591,121.3,Others,17.1,Hyundai,Verna 1.6 SX VTVT (O)
784,784,Honda Mobilio S i DTEC,Chennai,8431.28,2014_2016,65000,Diesel,Manual,First,24.2,1498,98.6,7,24.2,Honda,Mobilio S i DTEC
785,785,Maruti Ertiga ZDI,Kochi,10056.22,2013_2014,39929,Diesel,Manual,First,20.77,1248,88.8,7,20.77,Maruti,Ertiga ZDI
786,786,Maruti Alto K10 LXI,Pune,3525.81,2013_2014,49000,Others,Manual,First,24.07,998,67.1,Others,24.07,Maruti,Alto K10 LXI
787,787,Toyota Qualis FS B2,Pune,5365.36,1998_2006,77757,Diesel,Manual,Other,13.1,2446,75.0,Others,13.1,Toyota,Qualis FS B2
788,788,Hyundai i10 Sportz,Kochi,6974.97,2014_2016,21456,Others,Manual,First,20.36,1197,78.9,Others,20.36,Hyundai,i10 Sportz
789,789,Skoda Laura 1.9 TDI AT Ambiente,Bangalore,11880.44,2007_2012,74000,Diesel,Automatic,Other,17.0,1896,105.0,Others,17.0,Skoda,Laura 1.9 TDI AT Ambiente
790,790,Hyundai i20 Asta Option 1.2,Mumbai,8048.04,2014_2016,37000,Others,Manual,Other,18.6,1197,81.83,Others,18.6,Hyundai,i20 Asta Option 1.2
791,791,BMW 5 Series 2003-2012 530d Highline,Coimbatore,35702.64,2013_2014,108640,Diesel,Automatic,First,11.5,2993,235.0,Others,11.5,BMW,5 Series 2003-2012 530d Highline
792,792,BMW 3 Series 320d M Sport,Mumbai,36775.71,2014_2016,38000,Diesel,Automatic,First,22.69,1995,190.0,Others,22.69,BMW,3 Series 320d M Sport
793,793,Chevrolet Aveo 1.4 LT ABS BSIV,Pune,2744.0,2007_2012,80000,Others,Manual,First,14.49,1399,92.7,Others,14.49,Chevrolet,Aveo 1.4 LT ABS BSIV
794,794,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Mumbai,21308.14,2007_2012,47000,Diesel,Automatic,Other,14.21,2143,203.0,Others,14.21,Mercedes-Benz,E-Class 2009-2013 E250 CDI Elegance
795,795,Audi A6 2011-2015 2.0 TDI Premium Plus,Kolkata,29049.59,2013_2014,31000,Diesel,Automatic,First,17.68,1968,174.33,Others,17.68,Audi,A6 2011-2015 2.0 TDI Premium Plus
796,796,Maruti Wagon R LXI BS IV,Kolkata,3817.07,2013_2014,40000,Others,Manual,First,20.51,998,67.04,Others,20.51,Maruti,Wagon R LXI BS IV
797,797,Renault KWID RXT,Jaipur,4828.82,2014_2016,4152,Others,Manual,First,25.17,799,53.3,Others,25.17,Renault,KWID RXT
798,798,Volkswagen Ameo 1.5 TDI Highline,Mumbai,9887.59,2017_2019,51000,Diesel,Manual,First,21.66,1498,108.62,Others,21.66,Volkswagen,Ameo 1.5 TDI Highline
799,799,Volkswagen Polo Diesel Comfortline 1.2L,Ahmedabad,6515.08,2013_2014,55000,Diesel,Manual,First,22.07,1199,73.9,Others,22.07,Volkswagen,Polo Diesel Comfortline 1.2L
800,800,Maruti Alto 800 LXI,Hyderabad,4215.64,2013_2014,58500,Others,Manual,First,22.74,796,47.3,Others,22.74,Maruti,Alto 800 LXI
801,801,Hyundai i20 Asta Option 1.2,Kochi,10945.33,2017_2019,58620,Others,Manual,First,18.6,1197,81.83,Others,18.6,Hyundai,i20 Asta Option 1.2
802,802,Toyota Etios Liva G,Mumbai,3740.42,2007_2012,29605,Others,Manual,First,18.3,1197,78.9,Others,18.3,Toyota,Etios Liva G
803,803,Hyundai i20 1.2 Sportz,Jaipur,5365.36,2007_2012,71172,Others,Manual,Other,17.0,1197,80.0,Others,17.0,Hyundai,i20 1.2 Sportz
804,804,Hyundai i20 1.4 Asta,Chennai,11190.61,2017_2019,12000,Diesel,Manual,First,22.54,1396,88.73,Others,22.54,Hyundai,i20 1.4 Asta
805,805,Maruti Wagon R LXI Optional,Kolkata,4215.64,2013_2014,25000,Others,Manual,First,20.51,998,67.04,Others,20.51,Maruti,Wagon R LXI Optional
806,806,Hyundai i20 1.4 Asta Option,Bangalore,12570.27,2017_2019,43000,Diesel,Manual,Other,22.54,1396,88.73,Others,22.54,Hyundai,i20 1.4 Asta Option
807,807,Volkswagen Polo GT TSI,Mumbai,9979.57,2014_2016,57022,Others,Automatic,First,17.21,1197,103.6,Others,17.21,Volkswagen,Polo GT TSI
808,808,Ford Figo Diesel Titanium,Pune,6515.08,2014_2016,92000,Diesel,Manual,First,20.0,1399,68.05,Others,20.0,Ford,Figo Diesel Titanium
809,809,Maruti Swift ZXI,Coimbatore,9519.68,2013_2014,33372,Others,Manual,Other,18.6,1197,85.8,Others,18.6,Maruti,Swift ZXI
810,810,Hyundai Grand i10 CRDi Magna,Kochi,7020.96,2014_2016,52625,Diesel,Manual,First,24.0,1120,70.0,Others,24.0,Hyundai,Grand i10 CRDi Magna
811,811,Mahindra Xylo H4,Chennai,11497.2,2014_2016,215000,Diesel,Manual,First,14.02,2179,118.3,7,14.02,Mahindra,Xylo H4
812,812,Maruti Alto Green LXi (CNG),Delhi,3219.22,2007_2012,65537,Others,Manual,First,26.83,796,38.4,Others,38.32857143,Maruti,Alto Green LXi (CNG)
813,813,Hyundai i10 Magna 1.1,Coimbatore,6269.81,2013_2014,60138,Others,Manual,First,19.81,1086,68.05,Others,19.81,Hyundai,i10 Magna 1.1
814,814,Skoda Octavia Elegance 2.0 TDI AT,Mumbai,16479.32,2013_2014,84000,Diesel,Automatic,First,19.3,1968,141.0,Others,19.3,Skoda,Octavia Elegance 2.0 TDI AT
815,815,BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Mumbai,63617.84,2013_2014,47000,Diesel,Automatic,First,15.97,2993,258.0,7,15.97,BMW,X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater
816,816,Maruti Celerio VXI AT,Hyderabad,6745.02,2013_2014,33450,Others,Automatic,First,23.1,998,67.04,Others,23.1,Maruti,Celerio VXI AT
817,817,Volkswagen Vento Diesel Comfortline,Jaipur,9581.0,2013_2014,125000,Diesel,Manual,Other,20.54,1598,103.6,Others,20.54,Volkswagen,Vento Diesel Comfortline
818,818,BMW 3 Series 320d Highline,Pune,16096.08,2007_2012,99606,Diesel,Automatic,Other,16.07,1995,181.0,Others,16.07,BMW,3 Series 320d Highline
819,819,Maruti Ertiga ZDI,Mumbai,11113.96,2013_2014,64000,Diesel,Manual,First,20.77,1248,88.8,7,20.77,Maruti,Ertiga ZDI
820,820,Ford Figo Diesel ZXI,Hyderabad,4905.47,2013_2014,51000,Diesel,Manual,First,20.0,1399,68.05,Others,20.0,Ford,Figo Diesel ZXI
821,821,Volkswagen Polo 1.2 MPI Highline,Mumbai,6055.19,2013_2014,57000,Others,Manual,First,16.47,1198,74.0,Others,16.47,Volkswagen,Polo 1.2 MPI Highline
822,822,Audi A6 3.0 TDI quattro,Coimbatore,18502.83,2007_2012,48040,Diesel,Automatic,Other,16.77,2967,241.38,Others,16.77,Audi,A6 3.0 TDI quattro
823,823,Toyota Innova Crysta 2.4 ZX MT,Pune,28513.06,2017_2019,43200,Diesel,Manual,First,13.68,2393,147.8,7,13.68,Toyota,Innova Crysta 2.4 ZX MT
824,824,Hyundai Verna 1.6 CRDi EX AT,Delhi,8737.87,2013_2014,66000,Diesel,Automatic,First,22.32,1582,126.3,Others,22.32,Hyundai,Verna 1.6 CRDi EX AT
825,825,Hyundai Santro Xing GL Plus,Kolkata,2682.68,2013_2014,31000,Others,Manual,First,17.92,1086,62.1,Others,17.92,Hyundai,Santro Xing GL Plus
826,826,Audi A4 2.0 TDI,Delhi,16847.23,2007_2012,46000,Diesel,Automatic,Other,16.55,1968,147.51,Others,16.55,Audi,A4 2.0 TDI
827,827,Audi A4 2.0 TDI,Kolkata,22227.92,2007_2012,47346,Diesel,Automatic,First,16.55,1968,147.51,Others,16.55,Audi,A4 2.0 TDI
828,828,Skoda Laura 1.9 TDI MT Ambiente,Jaipur,4767.51,2007_2012,100000,Diesel,Manual,First,17.0,1896,105.0,Others,17.0,Skoda,Laura 1.9 TDI MT Ambiente
829,829,Honda CR-V 2.0L 2WD AT,Coimbatore,21400.12,2014_2016,63856,Others,Automatic,First,13.7,1997,153.86,Others,13.7,Honda,CR-V 2.0L 2WD AT
830,830,Hyundai Verna 1.6 SX CRDi (O),Coimbatore,10899.35,2014_2016,72996,Diesel,Manual,First,22.32,1582,126.32,Others,22.32,Hyundai,Verna 1.6 SX CRDi (O)
831,831,Honda Mobilio RS i DTEC,Chennai,10577.42,2013_2014,23000,Diesel,Manual,First,24.5,1498,98.6,7,24.5,Honda,Mobilio RS i DTEC
832,832,Hyundai i20 1.2 Asta Option,Coimbatore,11911.1,2017_2019,15985,Others,Manual,First,18.6,1197,81.83,Others,18.6,Hyundai,i20 1.2 Asta Option
833,833,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Kolkata,8431.28,2007_2012,98000,Diesel,Manual,Other,12.8,2494,102.0,Others,12.8,Toyota,Innova 2.5 G (Diesel) 7 Seater BS IV
834,834,Hyundai i20 Magna 1.2,Hyderabad,8201.34,2013_2014,70089,Others,Manual,First,18.6,1197,81.83,Others,18.6,Hyundai,i20 Magna 1.2
835,835,Mahindra Bolero VLX BS IV,Chennai,6898.32,2007_2012,99000,Diesel,Manual,Other,13.6,2523,63.0,7,13.6,Mahindra,Bolero VLX BS IV
836,836,Volkswagen Vento 1.5 TDI Comfortline,Jaipur,7281.56,2013_2014,72000,Diesel,Manual,First,20.34,1498,103.2,Others,20.34,Volkswagen,Vento 1.5 TDI Comfortline
837,837,Jaguar XF 2.2 Litre Luxury,Coimbatore,50281.09,2014_2016,44194,Diesel,Automatic,First,16.36,2179,187.7,Others,16.36,Jaguar,XF 2.2 Litre Luxury
838,838,Maruti Zen LXi - BS III,Mumbai,1073.07,1998_2006,102000,Others,Manual,First,17.3,993,60.0,Others,17.3,Maruti,Zen LXi - BS III
839,839,Mercedes-Benz E-Class Facelift,Coimbatore,77092.56,2017_2019,56652,Diesel,Automatic,First,13.0,2987,258.0,Others,13.0,Mercedes-Benz,E-Class Facelift
840,840,Toyota Fortuner 3.0 Diesel,Mumbai,16847.23,2007_2012,41650,Diesel,Manual,Other,11.5,2982,171.0,7,11.5,Toyota,Fortuner 3.0 Diesel
841,841,Hyundai Grand i10 AT Asta,Coimbatore,8538.59,2014_2016,61717,Others,Automatic,First,18.9,1197,82.0,Others,18.9,Hyundai,Grand i10 AT Asta
842,842,Hyundai Xcent 1.2 CRDi S,Jaipur,9044.46,2017_2019,25302,Diesel,Manual,First,25.4,1186,73.97,Others,25.4,Hyundai,Xcent 1.2 CRDi S
843,843,Hyundai Creta 1.6 VTVT S,Coimbatore,14455.81,2014_2016,47016,Others,Manual,First,15.29,1591,121.3,Others,15.29,Hyundai,Creta 1.6 VTVT S
844,844,Hyundai i10 Sportz,Bangalore,4445.58,2007_2012,69000,Others,Manual,First,20.36,1197,78.9,Others,20.36,Hyundai,i10 Sportz
845,845,Honda Brio S MT,Delhi,5641.29,2014_2016,32700,Others,Manual,First,19.4,1198,86.8,Others,19.4,Honda,Brio S MT
846,846,Toyota Fortuner 4x2 AT,Coimbatore,33219.24,2014_2016,101337,Diesel,Automatic,First,12.55,2982,168.5,7,12.55,Toyota,Fortuner 4x2 AT
847,847,Audi A4 2.0 TDI Multitronic,Ahmedabad,19162.0,2007_2012,59000,Diesel,Automatic,First,16.55,1968,140.0,Others,16.55,Audi,A4 2.0 TDI Multitronic
848,848,Toyota Innova Crysta 2.8 ZX AT,Kochi,30536.56,2017_2019,41736,Diesel,Automatic,First,11.36,2755,171.5,7,11.36,Toyota,Innova Crysta 2.8 ZX AT
849,849,Honda City i DTEC VX,Jaipur,10347.48,2013_2014,71649,Diesel,Manual,First,25.1,1498,98.6,Others,25.1,Honda,City i DTEC VX
850,850,Honda City i DTEC VX,Kochi,10669.4,2014_2016,80606,Diesel,Manual,First,25.1,1498,98.6,Others,25.1,Honda,City i DTEC VX
851,851,Renault KWID 1.0 RXT Optional,Jaipur,4982.12,2017_2019,63262,Others,Manual,First,21.7,999,67.0,Others,21.7,Renault,KWID 1.0 RXT Optional
852,852,Maruti Swift DDiS ZDI Plus,Hyderabad,13260.1,2017_2019,5456,Diesel,Manual,First,28.4,1248,74.0,Others,28.4,Maruti,Swift DDiS ZDI Plus
853,853,Maruti Celerio VXI Optional AMT,Pune,7664.8,2017_2019,7500,Others,Automatic,First,23.1,998,67.04,Others,23.1,Maruti,Celerio VXI Optional AMT
854,854,Mahindra XUV500 W8 2WD,Delhi,8431.28,2007_2012,66000,Diesel,Manual,First,15.1,2179,140.0,7,15.1,Mahindra,XUV500 W8 2WD
855,855,Hyundai i10 Magna,Jaipur,3985.7,2007_2012,66770,Others,Manual,Other,20.36,1197,78.9,Others,20.36,Hyundai,i10 Magna
856,856,Hyundai i10 Magna 1.1,Kochi,5227.39,2013_2014,58472,Others,Manual,First,19.81,1086,68.05,Others,19.81,Hyundai,i10 Magna 1.1
857,857,Maruti Dzire VXI,Kolkata,4138.99,2007_2012,46687,Others,Manual,First,22.0,1197,81.8,Others,22.0,Maruti,Dzire VXI
858,858,Maruti Grand Vitara AT,Chennai,8431.28,2007_2012,77000,Others,Automatic,Other,9.7,1995,163.5,Others,9.7,Maruti,Grand Vitara AT
859,859,Audi TT 40 TFSI,Kolkata,53653.6,2007_2012,7000,Others,Automatic,First,14.33,1984,226.6,4,14.33,Audi,TT 40 TFSI
860,860,Mercedes-Benz New C-Class C 200 CGI,Mumbai,14946.36,2007_2012,48000,Others,Automatic,Other,14.74,1991,184.0,Others,14.74,Mercedes-Benz,New C-Class C 200 CGI
861,861,Nissan Sunny 2011-2014 Diesel XV,Mumbai,6515.08,2013_2014,47000,Diesel,Manual,First,21.64,1461,84.8,Others,21.64,Nissan,Sunny 2011-2014 Diesel XV
862,862,Maruti Wagon R LXI,Ahmedabad,4905.47,2014_2016,51530,Others,Manual,First,18.9,998,67.1,Others,18.9,Maruti,Wagon R LXI
863,863,Maruti Swift Dzire ZDI,Bangalore,10500.78,2013_2014,25789,Diesel,Manual,Other,23.4,1248,74.0,Others,23.4,Maruti,Swift Dzire ZDI
864,864,Honda Amaze S i-Dtech,Delhi,6898.32,2014_2016,48000,Diesel,Manual,First,25.8,1498,98.6,Others,25.8,Honda,Amaze S i-Dtech
865,865,Maruti Swift ZDI,Delhi,5442.01,2007_2012,52000,Diesel,Manual,First,28.4,1248,74.0,Others,28.4,Maruti,Swift ZDI
