시도,시군,업종,업소명,주소,연락처,메뉴1,가격1,메뉴2,가격2,메뉴3,가격3
대구광역시,서구,한식_일반,시골통닭,대구광역시 서구 고성로15길 13 (원대동),053-352-3052,찜닭,20000,치킨,15000,,
대구광역시,서구,미용업,아란미용실,대구광역시 서구 통학로13길15 (평리동),053-557-0890,퍼머,25000,,,,
대구광역시,서구,한식_일반,안계식당,대구광역시 서구 문화로66길 11 (비산동) 안계식당,053-553-6973,된장찌개,8000,콩국수,7000,,
대구광역시,서구,한식_일반,애플국밥,대구광역시 서구 달서로54길 1-1 (원대동),053-244-7127,돼지국밥,7000,선짓국,7000,순대국밥,8000
대구광역시,서구,한식_일반,엄마떡볶이,대구광역시 서구 달서로54길 6 (원대동),,콩국수,7000,잔치국수,5000,,
대구광역시,서구,한식_일반,여보왕갈비,대구광역시 서구 달구벌대로375길 28-1 (내당동),053-981-0810,정식,8000,왕갈비,10000,된장찌개,8000
대구광역시,서구,한식_일반,영이식당,대구광역시 서구 문화로 255-2 (평리동) 영이식당,053-565-5114,된장찌개 고등어 정식,7500,,,,
대구광역시,서구,한식_일반,우리끼리밥상,대구광역시 서구 달구벌대로361길 6-7 (내당동),053-521-1101,김치찌개,7000,된장찌개,7000,제육볶음,8000
대구광역시,서구,한식_일반,원대시장횟집,대구광역시 서구 달서로54길 7-1 (원대동),053-341-7662,물회,10000,회덮밥,10000,,
대구광역시,서구,한식_일반,이모김밥,대구광역시 서구 달서로136-1 (비산동),053-555-8807,된장찌개,6000,,,,
대구광역시,서구,한식_일반,자연김밥,대구광역시 서구 문화로49길 12-1 (평리동),053-523-3840,자연김밥,2500,돈가스,8000,,
대구광역시,서구,한식_일반,자주식탁,대구광역시 서구 국채보상로45길 22 (평리동) 자주식탁,0507-1379-7623,돈가스,7500,된장찌개,8000,,
대구광역시,서구,미용업,작은미용실,대구광역시 서구 통학로48길 28-2 (비산동),,커트,8000,,,,
대구광역시,서구,한식_육류,장미식당,대구광역시 서구 통학로24길 8 (평리동) 장미식당,053-525-5143,급냉 삼겹살(130g),8900,차돌박이(130g),8900,,
대구광역시,서구,한식_일반,참한손 아바이순대,대구광역시 서구 국채보상로49길 7 (평리동) 참한손 아바이순대,053-566-5021,순대국밥,7500,잔치국수,5000,,
대구광역시,서구,한식_육류,청송고깃집,대구광역시 서구 서대구로17길 14 (평리동) 청송고깃집,053-525-7556,한돈 생삼겹(100g),6000,한돈 목살(100g),6000,,
대구광역시,서구,한식_일반,청하식당,대구광역시 서구 문화로 241-1 (평리동),053-522-8828,정식,6000,제육볶음정식,7000,,
대구광역시,서구,한식_일반,초원식당,대구광역시 서구 문화로47길6 (평리동),053-521-3780,칼국수,4000,,,,
대구광역시,서구,한식_일반,추어나루,대구광역시 서구 문화로 337 (비산동),053-522-7922,추어탕,8000,어탕국수,8000,,
대구광역시,서구,기타요식업,커피먼저,대구광역시 서구 평리로 413 (평리동),,아메리카노,2000,아이스티,2500,,
대구광역시,서구,미용업,킴스미용실,대구광역시 서구 국채보상로45길3 (평리동),,커트,8000,,,,
대구광역시,서구,한식_육류,평리통닭,대구광역시 서구 통학로13길 18 (평리동),,후라이드,10000,똥집,8000,,
대구광역시,서구,한식_육류,평리통닭(서부시장점),대구광역시 서구 달서로28길 8-14 (비산동) 평리통닭(서부시장점),0507-1358-0387,한마리 후라이드,10000,똥집 튀김,8000,,
대구광역시,서구,한식_일반,풍미식당,대구광역시 서구 달서로54길 6 (원대동),053-352-8145,동태탕,8000,비빔밥,6000,콩국수,6000
대구광역시,서구,한식_면류,해동손칼국수,대구광역시 서구 달서로25길 53-1 (평리동),053-353-5490,손칼국수,5000,잔치국수,4000,된장정식,6000
대구광역시,서구,이용업,현대이용소,대구광역시 서구 달서천로61길13 (비산동),,커트,4000,,,,
대구광역시,서구,미용업,혜인미용실,대구광역시 서구 고성로17 (원대동),053-353-5526,퍼머,20000,,,,
대구광역시,남구,한식_일반,김가네헛제사밥부대찌개,대구광역시 남구 명덕로40길115-3 1층,053-622-4018,부대찌개,9000,,,,
대구광역시,남구,한식_일반,뒤뜨레,대구광역시 남구 명덕로40길 116 1층,053-654-7759,수제돈까스,8000,,,,
대구광역시,남구,한식_일반,미스돈생삼겹살,대구광역시 남구 두류공원로 118 1층,053-651-3301,생삼겹살(150g),11000,,,,
대구광역시,남구,한식_해산물,바다와대림,대구광역시 남구 대명복개로4길 75-2 (대명동) 1층,053-629-3387,낙지고기전골,8000,,,,
대구광역시,남구,한식_일반,수목식당,대구광역시 남구 봉덕로 115 1층,053-473-7085,칼국수,5000,동태탕,7000,,
대구광역시,남구,양식,엘사보르드멕시코,대구광역시 남구 명덕로 170 (대명동) 1층,0507-1315-9577,부리또,5500,,,,
대구광역시,남구,한식_일반,영선식당,대구광역시 남구 중앙대로48길 16-4 1층,053-473-3323,비빔밥,7000,,,,
대구광역시,남구,미용업,예림미용실,대구광역시 남구 봉덕로20길 18 1층,053-471-6507,커트,7000,,,,
대구광역시,남구,한식_일반,지구인,대구광역시 남구 명덕로40길97-1,053-657-0535,돈까스,8000,,,,
대구광역시,남구,한식_일반,청도할머니김밥,대구광역시 남구 중앙대로22길173-2,053-202-4001,청도김밥,1300,잔치국수,4500,,
대구광역시,남구,한식_일반,하하생막창뒷고기,대구광역시 남구 명덕시장길 79,053-622-8141,생삼겹(100g),6000,,,,
대구광역시,남구,미용업,한아름미용실,대구광역시 남구 골안길 72,053-654-9719,커트,6000,,,,
대구광역시,남구,한식_일반,할매가마솥국밥,대구광역시 남구 이천로 48,053-475-2375,돼지국밥,7000,,,,
대구광역시,남구,미용업,홍미용실,대구광역시 남구 성당로34길 42 1층,053-653-2002,,,,,,
대구광역시,남구,한식_일반,화신불고기,대구광역시 남구 봉덕로13길 17-1 1층,053-473-6686,청국장,6000,순두부찌개,6000,,
대구광역시,북구,기타비요식업,TSC입시학원,대구광역시 북구 학정로 419 (동천동) 4층,053-719-0598,중등부영어,230000,중등부수학,250000,고등부영어,250000
대구광역시,북구,한식_육류,간장홍찜닭,대구광역시 북구 대학로 87-1 (산격동) 1층,053-942-9588,간장찜닭 반마리,18000,간장찜닭 한마리,23000,순살간장찜닭 반마리,20000
대구광역시,북구,한식_일반,갯바위식당,대구광역시 북구 대현남로10길 33 (대현동) 1층,053-957-1980,비빔밥,8000,김치찌개(참치),8000,해물칼국수,7000
대구광역시,북구,한식_육류,고기한마당,대구광역시 북구 대현로9길 52 (산격동) 1층,053-952-7671,양념구이 100g,4000,양념갈비 100g,5500,생삼겹살 100g,7000
대구광역시,북구,미용업,김채원미용실,대구광역시 북구 조야로 57 (조야동) 1층,,파마,15000,커트,5000,염색,15000
대구광역시,북구,한식_육류,꼬맹이치킨,대구광역시 북구 침산로 256-1 (침산동) 1층,053-356-5876,후라이드,15000,찜닭 大,25000,날개치킨,17000
대구광역시,북구,이용업,남성헤어샵,대구광역시 북구 태암로5길 11 (태전2동),053-325-7048,컷트,10000,커트(학생노인),8000,염색,10000
대구광역시,북구,한식_육류,늘봄숯불,대구광역시 북구 오봉로1길 51 (노원동2가),053-355-4521,돼지갈비(국산200g),12000,돼지양념구이(미국산200g),8000,돼지고추장불고기(미국산200g),9000
대구광역시,북구,한식_일반,대영식당,대구광역시 북구 검단동로 16 (검단동) 1층,053-381-1160,정식,6000,,,,
대구광역시,북구,미용업,들꽃미용실,대구광역시 북구 침산남로 13길 38-8 (침산1동),053-355-7203,컷트(남자),6000,커트(학생),6000,파마,25000
대구광역시,북구,한식_육류,마장동낭만대패,대구광역시 북구 팔거천동로 24길 7-1 (동천동),,대패삼겹살(100g),4500,목살(100g),5500,,
대구광역시,북구,한식_육류,맛있는이오갈비,대구광역시 북구 관음중앙로111 (관음동),053-326-6222,이오갈비(국내산150g),6900,착한갈비(미국산150g),5000,한우한판(600g),50000
대구광역시,북구,한식_육류,맹호식당,대구광역시 북구 칠성남로37길 15 (칠성동2가) 1층,053-427-2759,삼겹살(150g),9000,막창(150g),9000,두루치기,15000
대구광역시,북구,세탁업,명성푸르지오세탁소,대구광역시 북구 침산로 153 (침산3동),053-353-1077,정장1벌,9000,상의,6000,하의,4000
대구광역시,북구,이용업,모범이용원,대구광역시 북구 옥산로17길50 (침산3동),053-359-1783,컷트,12000,대학생.어르신,10000,학생,10000
대구광역시,북구,미용업,목원헤어,대구광역시 북구 서변로9길6 (서변동),053-941-0010,커트(남성),12000,커트(여성),14000,파마,40000
대구광역시,북구,한식_육류,무쇠삼겹,대구광역시 북구 연암로 174 (산격동) 1층,053-952-3692,촌돼지찌개,6000,국내산삼겹살(100g),4000,,
대구광역시,북구,한식_해산물,바다해포차,대구광역시 북구 매전로 72-17 (태전동) 2호,0507-1357-7155,회,15000,소라,15000,물회,10000
대구광역시,북구,미용업,박영숙헤어,대구광역시 북구 동북로서37길16 (산격동),053-381-0501,커트,12000,파머,30000,염색,30000
대구광역시,북구,한식_육류,변사또숯불,대구광역시 북구 공평로 135 (칠성동2가),053-422-8650,돼지갈비미국산(150g),5000,잔치국수,5000,왕갈비미국산(150g),6000
대구광역시,북구,한식_육류,별미춘천닭갈비,대구광역시 북구 동암로38길 29-31 (구암동),053-323-2818,닭갈비(200g),10000,막국수,8000,,
대구광역시,북구,한식_일반,부지갱이,대구광역시 북구 동암로38길 3-17 (구암동) 1층,053-313-3392,한우국밥,5000,국수,4000,,
대구광역시,북구,미용업,빛날별,대구광역시 북구 침산남로13길 13 (노원동1가) 1층,0507-1332-1031,주니어컷,14000,어른컷,16000,뿌리염색,33000
대구광역시,북구,한식_일반,산너머강촌,대구광역시 북구 칠곡중앙대로77길 15 (태전동) 1층,,모듬전,10000,정식,5000,냉면,6000
대구광역시,북구,중식,상하이반점,대구광역시 북구 관음동로9길 19 (관음동),053-325-8376,짬뽕,6000,자장면,5000,간짜장,7000
대구광역시,북구,한식_육류,소복한닭곰탕,대구광역시 북구 대동로1길35 (산격동),053-955-9346,통닭(후라이드),15000,닭강정(300g),5000,닭곰탕(반마리),6000
대구광역시,북구,한식_일반,시골뚝배기,대구광역시 북구 태전로 27 (태전동) 1층,053-321-2225,뼈해장국,6500,돼지국밥,6500,,
대구광역시,북구,한식_육류,쎈밤,대구광역시 북구 고성북로 37 (고성동3가) 1층,053-721-7136,국내산삼겹살(150g),7900,국내산목살(150g),7900,막창(150g),7900
대구광역시,북구,미용업,엘리제헤어,"대구광역시 북구 침산남로31길 11 (침산동, 옥석타운) 105동 2호",053-357-4669,파마,40000,커트,15000,염색,50000
대구광역시,북구,한식_육류,열정의닭,대구광역시 북구 침산로 74 (칠성동2가) 1층,,숯불닭갈비(300g),15000,삼계탕,3000,똥집튀김,10000
대구광역시,북구,한식_면류,예손가손칼국수,대구광역시 북구 옥산로 62 (고성동3가),053-354-9090,바지락칼국수+공기밥,8000,진주육전막국수,9500,능이삼계탕칼국수,15000
대구광역시,북구,한식_육류,왕추,대구광역시 북구 대현로 9길 55 (대현동),053-959-0038,찜닭,19000,꼬면,7000,꼬면 꼬탕,8000
대구광역시,북구,기타요식업,유우커피플레이스,대구광역시 북구 침산남로31길 14 (침산동) 1층 102호,,아메리카노,3500,카페라떼,4500,샤케라또,3500
대구광역시,북구,한식_일반,유정식당,대구광역시 북구 오봉로3길 28 (노원동2가),053-351-1140,삼겹살(100g),5000,된장정식,5000,잔치국수,4000
대구광역시,북구,한식_육류,장군치킨 생닭,대구광역시 북구 한강로6길 20 (사수동) 106호,053-322-9997,후라이드 한마리,10000,똥집튀김,8000,찜닭 한마리,18000
대구광역시,북구,한식_육류,장터숯불,대구광역시 북구 공평로 135 (칠성동2가),053-423-2008,돼지갈비미국산,5000,냉면,6000,삼겹살국내산(120g),8000
대구광역시,북구,한식_육류,전통암소숯불갈비,대구광역시 북구 검단동로4길 34 (검단동) 1층,053-383-9581,돼지갈비(200g),7000,,,,
대구광역시,북구,한식_면류,제1국수집,대구광역시 북구 노원로 242 (침산동) 1층,053-353-4380,잔치국수,6000,불고기(미국산 200g),6000,,
대구광역시,북구,한식_육류,진미능이버섯골,대구광역시 북구 원대로21길6 (노원동1가),053-353-5178,삼겹살(국내산130g),10000,열무비빔밥,7000,한우능이버섯전골 (한우50g포함),10000
대구광역시,북구,미용업,짚시헤어라인,대구광역시 북구 침산로 255 (침산3동),,컷트,6000,커트(학생),5000,파마,20000
대구광역시,북구,중식,짜장궁,대구광역시 북구 칠성남로35길30-28 (칠성동2가),053-423-2937,짜장면,5000,짬뽕(1인분),6000,우동,6000
대구광역시,북구,중식,칠성루,대구광역시 북구 칠성로88 (칠성동2가),053-218-7474,탕수육 (국내산200g),12000,중화비빔밥,8000,잡채밥,7000
대구광역시,북구,기타비요식업,학교앞사진관,대구광역시 북구 영송로 14 (태전동) 1층,070-7781-1111,증명사진(8장),12000,여권사진(8장),12000,,
대구광역시,북구,이용업,한신이용소,대구광역시 북구 칠곡중앙대로77길 29 (태전1동),053-321-4058,컷트,10000,"염색,이발",17000,헤어드라이,6000
대구광역시,북구,한식_육류,해바라기숯불갈비,대구광역시 북구 공항로 10-10 (복현동) 1층,053-942-1250,돼지갈비(180g),10500,생삼겹(120g),10500,점심특선,9000
대구광역시,북구,한식_일반,현대식당,대구광역시 북구 경진로1길 68 (복현동) 1층,053-954-6473,비빔밥과 된장찌개,8000,,,,
대구광역시,북구,이용업,희망이발관,대구광역시 북구 구암로 21길 13 (읍내동),053-322-4778,컷트,11000,염색,12000,"면도,이발세발",12000
대구광역시,수성구,한식_면류,1번가멸치국수,"대구광역시 수성구 동대구로 376 (범어동, 범어숲 화성파크드림S) 지하1층L117호",,멸치국수,6000,비빔국수,6000,칼국수,6000
대구광역시,수성구,미용업,가인헤어염색방,대구광역시 수성구 범어로20길 107 (범어동) 1층,,성인커트,10000,,,,
대구광역시,수성구,한식_기타,경아김밥,대구광역시 수성구 노변공원로 19 (시지동) 경아김밥,053-792-6789,참치김밥,3500,진미김밥,3500,잔치국수,5000
대구광역시,수성구,한식_면류,국시에까스,대구광역시 수성구 용학로42길 24 (지산동),053-781-5850,칼국수,5500,잔치국수,5000,,
대구광역시,수성구,미용업,그레이스,대구광역시 수성구 달구벌대로652길 69-5 (욱수동),,"스킨케어(얼굴,전신/80분)",60000,,,,
대구광역시,수성구,한식_면류,금풍국수,대구광역시 수성구 신매로 88 (신매동),053-792-8289,잔치국수,6000,,,,
대구광역시,수성구,미용업,김미용실,대구광역시 수성구 파동로 127 (파동) 김미용실,053-768-9481,성인컷,9000,학생컷,7000,,
대구광역시,수성구,한식_일반,동피랑충무김밥,대구광역시 수성구 상록로2길 77 로타리시장86호(범어3동),053-741-5547,충무오징어김밥,8000,,,,
대구광역시,수성구,세탁업,론드리 하우스,"대구광역시 수성구 상록로 41 301동 101호(범어동, 범어태왕아너스 상가)",053-752-0014,양복상하,8000,와이셔츠,3000,,
대구광역시,수성구,한식_일반,맛보리밥상,대구광역시 수성구 용학로 246 (지산동),053-784-9883,정식,8000,추어탕,8000,,
대구광역시,수성구,한식_일반,맛자랑,대구광역시 수성구 범어로20길 95 (범어4동),053-755-6508,정식,6500,냉국수,5500,,
대구광역시,수성구,중식,몽짬뽕,대구광역시 수성구 용학로30길 12 (지산동),053-782-5630,짜장면,6000,,,,
대구광역시,수성구,한식_육류,미소축산 시지점,대구광역시 수성구 신매로 84 (신매동),053-793-0911,삼겹살 목살 100g,1975,,,,
대구광역시,수성구,한식_면류,밀밭손수제비,대구광역시 수성구 지범로27길 86 (지산동),053-781-9677,칼국수,6000,,,,
대구광역시,수성구,한식_일반,밀밭식당,"대구광역시 수성구 파동로 120 14동 상가 23호(파동, 우방대자연맨션1차아파트)",053-765-3992,추어탕,8000,,,,
대구광역시,수성구,한식_면류,바른면,대구광역시 수성구 달구벌대로 2291-1 (수성동4가) 1층,053-746-0325,잔치국수,5500,불고기한접시,6000,,
대구광역시,수성구,한식_면류,별미국수,대구광역시 수성구 범어천로 41 (범어1동),053-762-3989,육국수,6500,,,,
대구광역시,수성구,한식_면류,별미손칼국수,대구광역시 수성구 천을로 147 (매호동),053-794-8159,칼국수,6000,,,,
대구광역시,수성구,한식_면류,부산식당,"대구광역시 수성구 파동로 120 14동 상가14호(파동, 우방대자연맨션1차아파트)",053-765-5619,잔치국수,6000,,,,
대구광역시,수성구,한식_육류,부자돼지촌,대구광역시 수성구 수성로53길 23 (수성동1가),053-767-5735,삼겹살150g(국내산),12000,,,,
대구광역시,수성구,미용업,빨강머리컷트,대구광역시 수성구 만촌로 62 (만촌동),053-759-4005,여자성인커트,14000,,,,
대구광역시,수성구,중식,산동성,대구광역시 수성구 지범로27길 79 (지산동),053-784-0830,짜장면,6000,,,,
대구광역시,수성구,양식,서양식당,대구광역시 수성구 청호로69길 79 (황금동) (범어동),053-743-1254,알리오 올리오,9500,,,,
대구광역시,수성구,미용업,성자미용실,대구광역시 수성구 무학로27길 54 (지산동),,남녀커트,5000,,,,
대구광역시,수성구,미용업,수미헤어샵,대구광역시 수성구 수성로57길 34 (수성동1가),,여자성인커트,10000,,,,
대구광역시,수성구,한식_일반,수희식당,대구광역시 수성구 국채보상로 934 (범어동),053-754-8587,도시락 정식,6500,,,,
대구광역시,수성구,목욕업,신광탕,대구광역시 수성구 용학로30길 56 (지산동),053-782-0126,일반대중탕(남여),5000,,,,
대구광역시,수성구,한식_일반,아름타리,대구광역시 수성구 교학로 37 1층 (만촌동),053-201-1666,된장찌개,8000,된장찌개(포장),5000,,
대구광역시,수성구,중식,야끼남,"대구광역시 수성구 들안로 338 (수성동4가) 2,3층",053-754-9257,짜장면,4000,짬뽕,6000,,
대구광역시,수성구,한식_일반,엄마밥상과 뒷고기,대구광역시 수성구 들안로 163-1 (중동),053-764-1213,정식세트(11-14시 뷔페식),8000,,,,
대구광역시,수성구,미용업,영아미용실,대구광역시 수성구 공경로 63 (만촌동),053-743-2555,여자성인커트,7000,,,,
대구광역시,수성구,한식_일반,윤경이네,"대구광역시 수성구 파동로 120 14동 상가16호 (파동, 대자연1차아파트)",053-768-3931,묵밥,5000,칼국수,6000,수제비,6000
대구광역시,수성구,한식_일반,의성식당,"대구광역시 수성구 파동로 120 14동 상가18호(파동, 우방대자연맨션1차아파트)",053-761-8113,돼지국밥,7000,,,,
대구광역시,수성구,한식_일반,이모콩나물밥,대구광역시 수성구 달구벌대로650길 16 (신매동),053-793-3232,콩나물비빔밥,5000,,,,
대구광역시,수성구,한식_일반,일조엄마손,대구광역시 수성구 신매로16길 72 (신매동),053-793-0607,된장찌개,7000,,,,
대구광역시,수성구,한식_면류,잔치국수4000,대구광역시 수성구 신천동로 112 (상동),053-767-5911,잔치국수,5000,비빔국수,6000,칼국수,6000
대구광역시,수성구,한식_일반,장수삼계탕,대구광역시 수성구 범안로16길 40 (범물동),053-784-0090,삼계탕,15000,,,,
대구광역시,수성구,한식_일반,장터돼지국밥,대구광역시 수성구 신매로16길 26 (신매동),053-794-7889,돼지국밥,8000,,,,
대구광역시,수성구,한식_일반,전주식콩나물해장국,대구광역시 수성구 시지로3길 62 (시지동),053-792-7028,해장국,7000,,,,
대구광역시,수성구,한식_일반,정원한우갈비,대구광역시 수성구 범어천로 151-28 (수성동4가),053-756-3369,한우국밥,7000,,,,
대구광역시,수성구,한식_일반,정이채소밥상,대구광역시 수성구 용학로 293-4 (지산동) 정이채소밥상,053-782-5552,촌된장보리밥정식,9000,고등어구이,7000,,
대구광역시,수성구,한식_일반,정희윤 옛날통닭,대구광역시 수성구 무학로21길 73 1층 (두산동),053-766-3911,옛날통닭(소),5500,옛날통닭(대),8500,똥집튀김,5500
대구광역시,수성구,중식,짜장집을 찾아서,대구광역시 수성구 수성로 294 (수성동2가),053-764-2538,짜장면,3500,,,,
대구광역시,수성구,중식,짬뽕집,대구광역시 수성구 용학로33길 24 (지산동),053-781-6395,짜장면,5000,,,,
대구광역시,수성구,한식_면류,참한손 고향맛집,대구광역시 수성구 청수로4길 22 (중동),053-767-5511,칼국수,7000,,,,
대구광역시,수성구,한식_일반,청도삼계탕,대구광역시 수성구 달구벌대로650길 54 (신매동) 청도삼계탕,053-792-0393,삼계탕,15000,,,,
대구광역시,수성구,기타요식업,카페 아날로그,"대구광역시 수성구 파동로 120 14동 상가19호(파동, 우방대자연맨션1차아파트)",053-765-5258,아메리카노,2000,,,,
대구광역시,수성구,기타요식업,커피패밀리파동점,"대구광역시 수성구 파동로 120 13동 상가10호 (파동, 우방대자연맨션1차아파트)",070-7717-7171,아메리카노,2900,,,,
대구광역시,수성구,한식_일반,콩부대찌개,대구광역시 수성구 범어로19길 50 (범어동),053-741-1226,콩나물 부대찌개,7000,,,,
대구광역시,수성구,양식,하르동,"대구광역시 수성구 지범로40길 6 (범물동, 신화에덴아파트) 103동 지하7,8,9,10호",053-781-4463,돈까스,10000,,,,
대구광역시,수성구,한식_기타,한떡,"대구광역시 수성구 지범로22길 20 (지산동, 지산현대맨션) 상가 108동 110호",053-782-1311,떡볶이,2500,순대,3000,납작만두,2500
대구광역시,수성구,이용업,형제이용소,대구광역시 수성구 들안로48길 54 (수성동3가) 형제이용소,053-764-5785,성인커트,10000,,,,
대구광역시,수성구,중식,호산원반점,대구광역시 수성구 용학로 8 (파동) 호산원반점,053-767-4745,짜장면,5000,,,,
대구광역시,수성구,미용업,힐링헤어,대구광역시 수성구 용학로44길 35 (지산동),053-781-7272,여자성인커트,13000,,,,
대구광역시,달서구,한식_면류,25시국수,대구광역시 달서구 선원로34 (신당동 1745),053-587-3331,잔치국수,4500,칼국수,5500,수제비,6000
대구광역시,달서구,한식_일반,365먹골촌,대구광역시 달서구 파도고개로30길 2 (두류동),053-622-0222,돼지갈비(250g),9000,된장찌개,6000,,
대구광역시,달서구,미용업,Kim's 헤어샵,대구광역시 달서구 월배로69길 63 (송현동 1909-3),053-627-8860,커트,10000,드라이,10000,,
대구광역시,달서구,한식_일반,가야산식당 (숯불갈비),대구광역시 달서구 두류공원로50길 17 (두류동 141-1),053-624-1348,김치찌개,5000,된장찌개,5000,돼지갈비(200g),6000
대구광역시,달서구,한식_일반,가야산식육식당,대구광역시 달서구 송현로 178-1 (송현동 534-1),053-656-6166,된장찌개,3000,김치찌개,7000,삼겹살 100g,7300
대구광역시,달서구,일식,강구회,대구광역시 달서구 용산로 59 (장기동 818-5),053-555-3396,회초밥,9000,회덮밥,9000,,
대구광역시,달서구,한식_일반,계명숯불갈비,대구광역시 달서구 호산동로35길 15 (호산동 380-11),053-586-6288,한정식,6000,주물럭덮밥,8000,비빔밥,7000
대구광역시,달서구,한식_일반,고갱이,대구광역시 달서구 진천로8길 43 103호(진천동 255-14),053-633-3987,쌀떡볶이,5500,곤드레비빔밥,7500,냉면,7000
대구광역시,달서구,중식,공화루,대구광역시 달서구 학산로251 (송현동139-19),053-625-9715,자장면,4500,탕수육,12000,,
대구광역시,달서구,한식_면류,국수9단,대구광역시 달서구 구마로 106 (본동),053-525-9900,물국수,5500,칼국수,6000,,
대구광역시,달서구,한식_면류,국수데이,대구광역시 달서구 조암남로32길 22 다동 지상1층 (대천동),053-642-8305,국수,5500,칼국수,6500,비빔국수,6500
대구광역시,달서구,한식_면류,국수둥지,대구광역시 달서구 월배로15길 10 (진천동 595-23),053-636-0207,잔치국수,5000,칼국수,6000,해물칼국수,6000
대구광역시,달서구,한식_면류,국시랑손수제비,대구광역시 달서구 서당로12길 6 (신당동 1782),,잔치국수,5000,손칼국수,5000,콩국수,7000
대구광역시,달서구,한식_면류,국시마을,대구광역시 달서구 미리샘길 97 (도원동),053-643-3297,잔치국수,5000,칼국수,6000,,
대구광역시,달서구,한식_면류,국시애,대구광역시 달서구 월곡로32길 32 (상인동 1565-6),053-634-2992,칼국수,6500,국수,6000,비빔국수,6500
대구광역시,달서구,미용업,굿미용실,대구광역시 달서구 한실로45 (도원동)8단지상가 110호,053-637-3719,커트,9000,,,,
대구광역시,달서구,한식_면류,그곳에가면손칼국수,대구광역시 달서구 새동네로13길 27 (용산동 421-29),053-585-3116,잔치국수,4000,칼국수,5000,수제비,5000
대구광역시,달서구,한식_육류,금강산왕갈비,대구광역시 달서구 당산로 190 (두류동),053-622-2244,갈비탕,7000,돼지갈비(150g),7000,왕갈비(180g),8000
대구광역시,달서구,중식,금화루,대구광역시 달서구 성지로14안길 12 (용산동 455-6),053-586-5863,자장면,5000,짬뽕,6000,,
대구광역시,달서구,한식_일반,까치골숯불촌,대구광역시 달서구 파도고개로 225 (두류동 108-12),053-655-0445,돼지갈비(180g),8000,돌솥밥,3000,냉면,5000
대구광역시,달서구,미용업,꽃길헤어,대구광역시 달서구 성지로14길 20 (용산동 440-2),,퍼머,25000,커트,8000,염색,20000
대구광역시,달서구,미용업,내담미용실,대구광역시 달서구 상화로29길 48 (진천동 195-10),053-634-3339,드라이,8000,커트,10000,퍼머,30000
대구광역시,달서구,한식_일반,다복칼국수,대구광역시 달서구 와룡로10길 68 (본동 800),053-853-9198,칼국수,6000,뚝배기불고기,7000,,
대구광역시,달서구,미용업,다사랑헤어,"대구광역시 달서구 상인서로76 107/113(상인동, 영남화성타운)",053-637-0428,파마,25000,커트,9000,염색,15000
대구광역시,달서구,미용업,다온헤어,대구광역시 달서구 서당로 69-1 (신당동 1734-1),,드라이,10000,퍼머,38000,커트,12000
대구광역시,달서구,한식_일반,대복갈비,대구광역시 달서구 이곡동로 39 (이곡동),,잔치국수,4000,삼겹살(100g),6600,물냉면,6000
대구광역시,달서구,한식_일반,도람자반고등어,대구광역시 달서구 와룡로9길 8 (본동),053-522-6565,정식,7000,김치찌개,8000,된장찌개,7000
대구광역시,달서구,일식,돌섬회타운,대구광역시 달서구 달구벌대로 1732-4 (두류동 488-9),053-622-4589,생선초방,7000,회덮밥,12000,,
대구광역시,달서구,중식,동보성반점,대구광역시 달서구 월배로 422 (송현동 207-12),053-652-1800,자장면,5000,짬뽕,7000,볶음밥,7000
대구광역시,달서구,한식_면류,두류칼국수,대구광역시 달서구 당산동길 15 (성당동),053-622-3313,잔치국수,5000,칼국수,6000,,
대구광역시,달서구,목욕업,록천목욕탕,대구광역시 달서구 월배로24길 66 (진천동 258-3),053-633-5145,"목욕료(남,여)",5500,아동,3000,,
대구광역시,달서구,한식_일반,맛깔정,대구광역시 달서구 신당로 22 (신당동 1842-2),053-523-8808,닭곰탕,6500,바싹불고기,6500,김치찌개,6500
대구광역시,달서구,미용업,미지미용실,대구광역시 달서구 상인서로85 상가동2층(상인동 1514),053-637-1625,커트,8000,퍼머,22000,,
대구광역시,달서구,미용업,민머리방,대구광역시 달서구 야외음악당로53길 64 (두류동101-10),053-625-4026,퍼머,25000,,,,
대구광역시,달서구,양식,바사카다,대구광역시 달서구 월곡로 273 2층(상인동 1397-1),053-201-2462,등심돈까스,7500,안심돈까스,8500,,
대구광역시,달서구,한식_일반,박가네,대구광역시 달서구 학산로 253 (송현동),053-622-3156,제육덮밥,7500,김밥(1인분),3000,카레덮밥,7000
대구광역시,달서구,한식_일반,박가네돈까스,대구광역시 달서구 월성로 77 나동상가 110호(월성동 86 ),053-636-1286,돈까스,8000,칼국수,6000,잔치국수,5000
대구광역시,달서구,한식_일반,반백년한우,대구광역시 달서구 이곡서로 26 (이곡동),053-583-8990,불고기정식,9000,된장찌개,7000,곰탕,7000
대구광역시,달서구,한식_일반,반할서문손만두,대구광역시 달서구 달구벌대로 1338 (이곡동 1000-156),053-527-1190,군만두,5000,만두국,6000,만두강정,6000
대구광역시,달서구,한식_일반,밥묵고고기묵고,대구광역시 달서구 월배로14길 11 (진천동 626-25),070-8196-8188,칼국수,6000,비빔칼국수,6000,모칼국수,6000
대구광역시,달서구,한식_일반,백년마실,대구광역시 달서구 선원로14길 58 (신당동 1765-5),053-625-3797,잔치국수,6000,칼국수,6000,콩국수,6000
