,회원번호,회원상태,성별,나이,등록카드,결혼,구독여부,주소지,세부주소지,나이대
577,104871424,정상회원,여,56,국민카드,기혼,False,충청남도,아산시,50대
578,105060736,탈퇴,여,49,롯데카드,기혼,False,대구광역시,달서구,40대
579,105071872,정상회원,여,70,신한카드,미확인,False,전라남도,장성군,70대이상
580,105634240,정상회원,여,51,신한은행,미혼,미확인,서울특별시,마포구,50대
581,105756736,정상회원,여,60,하나은행,미혼,False,광주광역시,서구,60대
582,105758592,정상회원,여,58,우리은행,기혼,False,경상남도,진주시,50대
583,105895936,정상회원,남,40,농협중앙회,기혼,False,대구광역시,달서구,40대
584,106174336,정상회원,남,62,신한은행,미확인,True,경상북도,구미시,60대
585,106192896,정상회원,여,42,롯데카드,기혼,False,경기도,안양시,40대
586,106220736,정상회원,여,44,우리은행,기혼,True,대전광역시,서구,40대
587,106256000,정상회원,여,49,BC카드,미혼,False,경기도,양주시,40대
588,106437888,정상회원,여,45,국민은행,미확인,False,부산광역시,강서구,40대
589,106757120,정상회원,여,45,우리은행,미확인,False,충청북도,보은군,40대
590,106760832,정상회원,여,54,현대카드,미확인,False,강원도,태백시,50대
591,106829504,정상회원,여,41,농협중앙회,미확인,True,대구광역시,달성군,40대
592,106972416,정상회원,여,50,우리은행,기혼,False,경상남도,거제시,50대
593,107640576,정상회원,여,71,연결앱결제,기혼,False,대전광역시,유성구,70대이상
594,107642432,정상회원,여,43,기업은행,기혼,True,경기도,남양주시,40대
595,107657280,정상회원,여,42,롯데카드,미확인,False,제주특별자치도,제주시,40대
596,107666560,정상회원,여,46,농협중앙회,기혼,False,서울특별시,강남구,40대
597,108013632,정상회원,여,65,기업은행,기혼,True,충청남도,천안시,60대
598,108143552,정상회원,여,40,대구은행,기혼,False,서울특별시,강남구,40대
599,108184384,정상회원,여,60,연결앱결제,미확인,False,전라남도,구례군,60대
600,108212224,정상회원,여,64,우리은행,기혼,False,대전광역시,서구,60대
601,108280896,정상회원,여,59,농협중앙회,미혼,False,경기도,의정부시,50대
602,108405248,정상회원,여,40,국민카드,미혼,True,광주광역시,서구,40대
603,108420096,정상회원,여,47,하나은행,미확인,False,경상북도,포항시,40대
604,108843264,정상회원,여,37,농협중앙회,미확인,False,서울특별시,양천구,30대
605,108934208,정상회원,여,47,국민은행,기혼,False,경상북도,포항시,40대
606,108956480,정상회원,여,52,연결앱결제,미확인,False,충청남도,예산군,50대
607,109065984,정상회원,여,51,우리은행,기혼,미확인,인천광역시,중구,50대
608,109309120,정상회원,여,41,롯데카드,기혼,False,부산광역시,강서구,40대
609,109325824,정상회원,여,57,국민은행,기혼,False,충청남도,공주시,50대
610,109472448,정상회원,여,64,신한은행,기혼,False,인천광역시,부평구,60대
611,109804672,정상회원,여,38,국민카드,기혼,False,서울특별시,강동구,30대
612,110010688,정상회원,여,45,삼성카드,기혼,미확인,부산광역시,수영구,40대
613,110237120,정상회원,여,44,롯데카드,미확인,False,서울특별시,마포구,40대
614,110320640,정상회원,여,51,농협중앙회,미확인,False,서울특별시,양천구,50대
615,110934976,정상회원,여,45,국민은행,기혼,미확인,충청남도,당진시,40대
616,111098304,정상회원,여,47,롯데카드,미혼,False,전라남도,순천시,40대
617,111102016,정상회원,여,56,롯데카드,기혼,미확인,경기도,화성시,50대
618,111311744,정상회원,여,43,롯데카드,기혼,False,부산광역시,기장군,40대
619,111350720,정상회원,여,57,국민카드,미확인,False,경기도,용인시,50대
620,111391552,정상회원,여,42,국민은행,기혼,미확인,부산광역시,부산진구,40대
621,111649536,정상회원,여,56,롯데카드,미혼,False,서울특별시,종로구,50대
622,111731200,정상회원,여,43,신한카드,미확인,False,충청북도,제천시,40대
623,111824000,정상회원,여,45,기업은행,기혼,미확인,대전광역시,서구,40대
624,111920512,정상회원,여,56,롯데카드,미확인,False,경상남도,거제시,50대
625,112479168,정상회원,여,52,연결앱결제,기혼,False,강원도,춘천시,50대
626,112570112,정상회원,여,43,우리은행,미확인,False,대전광역시,서구,40대
627,112648064,정상회원,여,57,신한은행,미확인,False,서울특별시,마포구,50대
628,112698176,정상회원,여,68,롯데카드,미확인,False,서울특별시,노원구,60대
629,112766848,정상회원,여,55,연결앱결제,미확인,False,충청북도,제천시,50대
630,112800256,정상회원,여,58,BC카드,기혼,미확인,대구광역시,수성구,50대
631,114053056,정상회원,여,37,외환은행,기혼,미확인,강원도,춘천시,30대
632,114225664,정상회원,남,35,기업은행,기혼,미확인,충청남도,천안시,30대
633,114298048,정상회원,여,43,삼성카드,미확인,미확인,충청남도,천안시,40대
634,114303616,정상회원,여,51,신한은행,미확인,False,대구광역시,동구,50대
635,114311040,정상회원,여,42,농협중앙회,미확인,False,경기도,남양주시,40대
636,114429824,탈퇴,여,42,롯데카드,미확인,False,경상남도,하동군,40대
637,114476224,정상회원,여,40,롯데카드,미확인,미확인,충청남도,천안시,40대
638,114658112,정상회원,여,46,롯데카드,기혼,False,경기도,수원시,40대
639,114878976,정상회원,여,69,연결앱결제,미혼,False,인천광역시,남구,60대
640,115001472,정상회원,여,77,롯데카드,기혼,False,경상남도,합천군,70대이상
641,115008896,정상회원,여,39,신한카드,미확인,False,경상북도,포항시,30대
642,115031168,정상회원,여,60,국민은행,기혼,False,서울특별시,서초구,60대
643,115437632,정상회원,여,41,롯데카드,미확인,미확인,경기도,양평군,40대
644,115561984,정상회원,여,36,신한은행,미확인,미확인,울산광역시,동구,30대
645,115630656,정상회원,여,59,연결앱결제,미확인,False,경기도,김포시,50대
646,115886784,정상회원,여,50,하나은행,기혼,False,울산광역시,울주군,50대
647,115920192,정상회원,여,46,롯데카드,기혼,False,서울특별시,노원구,40대
648,116029696,정상회원,여,40,롯데카드,기혼,미확인,전라북도,전주시,40대
649,116120640,정상회원,여,41,SC제일은행,미확인,False,경기도,수원시,40대
650,116261696,정상회원,여,43,국민은행,기혼,미확인,경기도,용인시,40대
651,116389760,정상회원,여,40,신한은행,기혼,True,서울특별시,도봉구,40대
652,116434304,정상회원,여,56,연결앱결제,기혼,False,부산광역시,중구,50대
653,116573504,정상회원,여,43,롯데카드,기혼,True,부산광역시,북구,40대
654,116588352,정상회원,여,73,우리은행,기혼,False,경상북도,구미시,70대이상
655,116950272,정상회원,여,64,기업은행,미혼,True,부산광역시,부산진구,60대
656,116974400,정상회원,여,64,우리은행,미혼,False,전라북도,전주시,60대
657,117004096,정상회원,여,57,국민은행,미혼,False,대전광역시,서구,50대
658,117069056,정상회원,여,57,국민은행,미혼,False,강원도,정선군,50대
659,117098752,정상회원,남,68,농협중앙회,미혼,미확인,서울특별시,영등포구,60대
660,117109888,정상회원,여,62,신한카드,미혼,True,경기도,수원시,60대
661,117226816,정상회원,여,57,농협중앙회,미혼,False,충청남도,천안시,50대
662,117239808,정상회원,여,63,신한카드,미혼,미확인,강원도,홍천군,60대
663,117562752,정상회원,여,63,우리은행,미혼,False,충청북도,청주시,60대
664,117564608,정상회원,여,66,롯데카드,미혼,True,경기도,화성시,60대
665,117679680,정상회원,여,58,연결앱결제,미혼,True,서울특별시,송파구,50대
666,118034176,정상회원,여,61,외환은행,미혼,False,강원도,삼척시,60대
667,118245760,정상회원,여,63,우리은행,기혼,미확인,부산광역시,연제구,60대
668,118540864,정상회원,여,48,농협중앙회,미혼,미확인,부산광역시,연제구,40대
669,118659648,정상회원,여,57,농협중앙회,미혼,False,광주광역시,광산구,50대
670,118717184,정상회원,여,62,국민카드,미혼,False,인천광역시,중구,60대
671,118761728,정상회원,여,51,국민은행,미혼,False,인천광역시,계양구,50대
672,118789568,정상회원,여,51,국민카드,기혼,미확인,서울특별시,서초구,50대
673,118828544,정상회원,여,64,대구은행,미혼,False,광주광역시,광산구,60대
674,119027136,정상회원,여,47,기업은행,기혼,False,경상북도,경산시,40대
675,119312960,정상회원,여,47,롯데카드,기혼,False,경상남도,창원시,40대
676,119550528,정상회원,여,43,신한은행,미혼,True,강원도,횡성군,40대
677,119866048,정상회원,여,68,현대카드,기혼,미확인,부산광역시,금정구,60대
678,119936576,정상회원,여,74,롯데카드,기혼,False,경기도,안양시,70대이상
679,120020096,정상회원,여,31,국민은행,기혼,True,경기도,수원시,30대
680,120159296,정상회원,여,59,새마을금고,미혼,False,대구광역시,수성구,50대
681,120294784,정상회원,여,63,BC카드,기혼,False,충청남도,천안시,60대
682,120428416,정상회원,여,36,신한카드,기혼,False,서울특별시,강남구,30대
683,120615872,정상회원,여,44,롯데카드,미혼,False,충청북도,증평군,40대
684,120617728,정상회원,여,39,연결앱결제,미혼,미확인,대구광역시,서구,30대
685,120849728,정상회원,여,67,하나은행,미혼,False,서울특별시,동대문구,60대
686,120859008,정상회원,여,55,롯데카드,미혼,False,경상북도,성주군,50대
687,120875712,정상회원,여,36,씨티은행,미혼,False,경상남도,김해시,30대
688,120979648,정상회원,여,35,농협중앙회,기혼,미확인,경상북도,안동시,30대
689,121133696,정상회원,여,58,국민카드,미확인,False,서울특별시,마포구,50대
690,121423232,정상회원,여,39,SC제일은행,미혼,미확인,강원도,원주시,30대
691,121480768,정상회원,여,61,우리은행,미혼,False,경상남도,양산시,60대
692,121482624,정상회원,여,49,미래에셋증권,미혼,False,인천광역시,남구,40대
693,121549440,정상회원,여,63,BC카드,기혼,False,대구광역시,달서구,60대
694,122408768,정상회원,여,68,삼성카드,미혼,미확인,충청남도,홍성군,60대
695,122457024,정상회원,여,57,하나은행,기혼,False,서울특별시,성동구,50대
696,122564672,정상회원,여,50,연결앱결제,미혼,False,경기도,안산시,50대
697,123069504,정상회원,여,62,롯데카드,기혼,False,인천광역시,남구,60대
698,123084352,정상회원,여,39,국민은행,기혼,False,경상남도,양산시,30대
699,123643008,정상회원,여,48,신한카드,미혼,True,경상북도,칠곡군,40대
700,123958528,정상회원,여,47,하나은행,기혼,False,서울특별시,노원구,40대
701,123965952,정상회원,여,79,롯데카드,기혼,False,경상남도,거제시,70대이상
702,124236928,정상회원,여,47,국민은행,미확인,False,인천광역시,남동구,40대
703,124387264,정상회원,여,52,롯데카드,미확인,미확인,대전광역시,동구,50대
704,124390976,정상회원,여,38,우리은행,기혼,False,전라남도,무안군,30대
705,124431808,정상회원,여,51,농협중앙회,기혼,미확인,서울특별시,중랑구,50대
706,124515328,정상회원,여,42,우리은행,미확인,False,대전광역시,유성구,40대
707,124522752,정상회원,여,53,국민카드,기혼,미확인,서울특별시,광진구,50대
708,124615552,정상회원,여,62,신한카드,미확인,False,서울특별시,마포구,60대
709,124632256,정상회원,여,41,우리은행,기혼,False,대구광역시,달서구,40대
710,124908800,정상회원,여,44,연결앱결제,미확인,False,대구광역시,수성구,40대
711,124996032,정상회원,여,64,BC카드,미확인,True,대전광역시,중구,60대
712,125025728,정상회원,여,40,연결앱결제,미확인,미확인,충청남도,보령시,40대
713,125159360,정상회원,여,42,농협중앙회,미확인,False,경기도,고양시,40대
714,125263296,정상회원,여,48,농협중앙회,미확인,미확인,경상북도,구미시,40대
715,125281856,정상회원,여,45,연결앱결제,미혼,False,부산광역시,서구,40대
716,125287424,정상회원,여,41,삼성카드,기혼,False,부산광역시,북구,40대
717,125354240,정상회원,여,63,국민은행,미혼,False,경상남도,거제시,60대
718,125363520,정상회원,여,71,롯데카드,미혼,False,전라남도,목포시,70대이상
719,125617792,정상회원,여,38,신한은행,미확인,False,경기도,구리시,30대
720,125708736,정상회원,여,44,롯데카드,미확인,False,경상북도,포항시,40대
721,125718016,정상회원,여,38,농협중앙회,미확인,미확인,경상남도,김해시,30대
722,125732864,정상회원,여,39,신한은행,기혼,미확인,부산광역시,부산진구,30대
723,125788544,정상회원,여,59,국민카드,미확인,False,부산광역시,부산진구,50대
724,126000128,정상회원,여,52,롯데카드,미확인,미확인,광주광역시,광산구,50대
725,126252544,정상회원,여,67,국민은행,기혼,미확인,부산광역시,북구,60대
726,126311936,정상회원,여,59,연결앱결제,미확인,미확인,부산광역시,부산진구,50대
727,126458560,정상회원,여,42,기업은행,기혼,True,충청남도,당진시,40대
728,126573632,정상회원,여,34,롯데카드,미확인,False,서울특별시,송파구,30대
729,126659008,정상회원,여,74,신한카드,미확인,False,대전광역시,동구,70대이상
730,127043200,정상회원,여,38,씨티은행,미확인,미확인,부산광역시,강서구,30대
731,127080320,정상회원,여,56,BC카드,미확인,False,경상북도,경주시,50대
732,127091456,정상회원,여,40,국민은행,기혼,미확인,부산광역시,금정구,40대
733,127104448,정상회원,여,58,연결앱결제,미혼,False,부산광역시,부산진구,50대
734,127141568,정상회원,여,55,우리은행,기혼,False,대전광역시,유성구,50대
735,127147136,정상회원,여,48,신한카드,미혼,False,부산광역시,해운대구,40대
736,127200960,정상회원,여,34,신한은행,미혼,False,울산광역시,울주군,30대
737,127277056,정상회원,여,44,연결앱결제,미혼,False,경상북도,구미시,40대
738,127280768,정상회원,여,45,우리은행,미혼,False,부산광역시,동구,40대
739,127282624,정상회원,여,42,국민은행,미혼,False,경기도,이천시,40대
740,127438528,정상회원,여,42,국민은행,기혼,False,경기도,안산시,40대
741,127529472,정상회원,여,56,외환은행,기혼,False,서울특별시,노원구,50대
742,127544320,정상회원,여,40,우리은행,기혼,미확인,경상남도,김해시,40대
743,127559168,정상회원,여,46,우리은행,미혼,미확인,강원도,속초시,40대
744,127637120,정상회원,여,45,연결앱결제,미혼,False,광주광역시,동구,40대
745,127668672,정상회원,여,46,SC제일은행,기혼,False,강원도,강릉시,40대
746,127676096,정상회원,여,38,연결앱결제,미혼,True,충청북도,제천시,30대
747,127692800,정상회원,여,51,연결앱결제,미혼,False,부산광역시,서구,50대
748,127833856,정상회원,여,58,국민은행,기혼,True,경기도,수원시,50대
749,128208768,정상회원,여,50,연결앱결제,미혼,False,충청북도,청주시,50대
750,128297856,정상회원,여,65,외환은행,미혼,미확인,울산광역시,남구,60대
751,128520576,정상회원,여,36,연결앱결제,미혼,False,대구광역시,수성구,30대
752,128897344,정상회원,여,65,국민은행,기혼,True,울산광역시,울주군,60대
753,129240704,정상회원,여,36,하나은행,미혼,False,충청남도,아산시,30대
754,129719552,정상회원,여,51,신한은행,미혼,False,충청남도,서산시,50대
755,130168704,정상회원,여,53,연결앱결제,미혼,False,대구광역시,북구,50대
756,130177984,정상회원,여,46,현대카드,미혼,True,대구광역시,수성구,40대
757,130315328,정상회원,여,44,국민은행,미혼,미확인,경기도,시흥시,40대
758,130452672,정상회원,여,66,국민카드,기혼,False,충청북도,충주시,60대
759,130493504,정상회원,남,73,연결앱결제,기혼,미확인,인천광역시,남동구,70대이상
760,130523200,정상회원,여,50,광주은행,미혼,False,부산광역시,동래구,50대
761,130614144,정상회원,여,44,현대카드,기혼,False,경상북도,경산시,40대
762,130634560,정상회원,여,56,새마을금고,미혼,False,전라남도,목포시,50대
763,130684672,정상회원,여,43,우리은행,미혼,False,경기도,이천시,40대
764,130712512,정상회원,여,61,신한은행,미혼,False,경기도,용인시,60대
765,130725504,정상회원,여,44,농협중앙회,미혼,미확인,대구광역시,달서구,40대
766,130805312,정상회원,여,42,광주은행,미혼,False,세종특별자치시,장군면,40대
767,131245184,정상회원,여,43,삼성카드,미혼,False,경기도,구리시,40대
768,131250752,정상회원,여,53,국민은행,미혼,False,충청북도,보은군,50대
769,131280448,정상회원,여,40,BC카드,기혼,False,강원도,원주시,40대
770,131544000,정상회원,여,58,우리은행,기혼,False,대구광역시,동구,50대
771,131616384,정상회원,여,61,국민은행,기혼,False,인천광역시,남동구,60대
772,131831680,정상회원,여,44,우리은행,기혼,False,경기도,부천시,40대
773,132830208,정상회원,여,39,신한은행,기혼,False,경상남도,거제시,30대
774,133095616,정상회원,여,40,연결앱결제,미혼,미확인,경기도,안양시,40대
775,133372160,정상회원,여,39,현대카드,미혼,False,경상북도,구미시,30대
776,133583744,정상회원,여,45,하나은행,미혼,False,경기도,남양주시,40대
777,133593024,정상회원,남,55,우리은행,미혼,False,부산광역시,해운대구,50대
778,133834304,정상회원,여,69,삼성카드,기혼,미확인,광주광역시,서구,60대
779,133888128,정상회원,여,37,신한카드,기혼,미확인,부산광역시,동래구,30대
780,133917824,정상회원,여,44,농협중앙회,미혼,미확인,서울특별시,종로구,40대
781,134602688,정상회원,여,47,신한은행,기혼,True,대전광역시,유성구,40대
782,134871808,정상회원,여,48,신한은행,미혼,False,서울특별시,마포구,40대
783,135113088,정상회원,여,36,신한은행,미혼,False,전라남도,여수시,30대
784,135181760,정상회원,여,43,현대카드,기혼,False,대구광역시,북구,40대
785,135220736,정상회원,여,42,신한은행,기혼,False,울산광역시,동구,40대
786,135281984,정상회원,여,60,우리은행,기혼,미확인,대구광역시,수성구,60대
787,135862912,정상회원,여,64,국민은행,미혼,미확인,서울특별시,중구,60대
788,135883328,정상회원,여,62,하나은행,미혼,False,경기도,안산시,60대
789,135900032,정상회원,여,56,국민은행,기혼,False,대구광역시,수성구,50대
790,136644288,정상회원,여,54,국민은행,미혼,False,대구광역시,달서구,50대
791,136933824,정상회원,여,61,현대카드,미혼,미확인,경기도,화성시,60대
792,137061888,정상회원,여,69,우리은행,미혼,미확인,부산광역시,부산진구,60대
793,137112000,정상회원,여,50,SC제일은행,기혼,미확인,강원도,원주시,50대
794,137449792,정상회원,여,41,현대카드,미혼,False,경기도,이천시,40대
795,137557440,정상회원,여,55,BC카드,기혼,False,대구광역시,동구,50대
796,137650240,정상회원,여,41,국민은행,미혼,False,강원도,횡성군,40대
797,137795008,정상회원,여,55,국민은행,미혼,False,충청북도,충주시,50대
798,137815424,정상회원,여,38,롯데카드,미혼,False,경기도,평택시,30대
799,138001024,정상회원,여,55,신한은행,미혼,False,부산광역시,해운대구,50대
800,138064128,정상회원,여,55,신한카드,미혼,True,서울특별시,광진구,50대
801,138314688,정상회원,여,40,현대카드,미혼,미확인,강원도,정선군,40대
802,138316544,정상회원,여,43,하나은행,미혼,False,부산광역시,해운대구,40대
803,138351808,정상회원,여,65,롯데카드,미혼,True,부산광역시,동구,60대
804,138474304,정상회원,여,40,국민은행,미혼,True,세종특별자치시,조치원읍,40대
805,138585664,정상회원,여,39,기업은행,미혼,False,충청북도,청주시,30대
806,138689600,정상회원,여,33,롯데카드,미혼,False,전라남도,목포시,30대
807,138708160,정상회원,여,51,롯데카드,미혼,False,서울특별시,강북구,50대
808,138910464,정상회원,여,70,우리은행,미혼,False,전라남도,해남군,70대이상
809,139172160,정상회원,여,38,농협중앙회,미혼,True,경기도,수원시,30대
810,139359616,정상회원,여,30,우리은행,미혼,False,서울특별시,중구,30대
811,139574912,정상회원,여,35,우리은행,미혼,False,경기도,고양시,30대
812,139754944,정상회원,여,53,신한은행,기혼,False,경기도,안산시,50대
813,139775360,정상회원,여,42,롯데카드,미혼,False,경상남도,김해시,40대
814,140189248,정상회원,여,48,농협중앙회,미혼,False,울산광역시,남구,40대
815,140220800,정상회원,여,37,롯데카드,미혼,False,울산광역시,북구,30대
816,140233792,정상회원,여,42,외환은행,미혼,False,전라북도,익산시,40대
817,140326592,정상회원,여,50,기업은행,미혼,False,부산광역시,기장군,50대
818,140445376,정상회원,여,36,국민은행,미혼,미확인,경기도,수원시,30대
819,140512192,탈퇴,여,55,롯데카드,미혼,False,서울특별시,양천구,50대
820,141000320,정상회원,여,40,연결앱결제,미혼,False,경기도,파주시,40대
821,141020736,정상회원,여,40,새마을금고,미혼,False,충청남도,아산시,40대
822,141072704,정상회원,여,52,현대카드,미혼,False,광주광역시,광산구,50대
823,141165504,정상회원,여,52,농협중앙회,미혼,False,경상남도,거제시,50대
824,141412352,정상회원,여,45,연결앱결제,미혼,False,경기도,고양시,40대
825,141508864,정상회원,여,40,현대카드,미혼,미확인,경기도,화성시,40대
826,141529280,정상회원,여,43,신한은행,미혼,미확인,전라북도,전주시,40대
827,141896768,정상회원,여,52,연결앱결제,기혼,True,경기도,고양시,50대
828,142160320,정상회원,여,36,롯데카드,미혼,False,충청북도,청주시,30대
829,142216000,정상회원,여,52,연결앱결제,미혼,미확인,부산광역시,영도구,50대
830,142303232,정상회원,여,38,국민은행,기혼,False,울산광역시,중구,30대
831,142544512,정상회원,남,41,외환은행,미혼,False,인천광역시,남동구,40대
832,142852608,정상회원,여,55,연결앱결제,미혼,True,대구광역시,달서구,50대
833,143077184,정상회원,여,39,롯데카드,미혼,True,경상북도,구미시,30대
834,143131008,정상회원,여,63,롯데카드,기혼,False,대전광역시,중구,60대
835,143168128,정상회원,여,36,농협중앙회,기혼,False,울산광역시,울주군,30대
836,143231232,정상회원,여,63,신한카드,미혼,False,경기도,수원시,60대
837,143296192,정상회원,여,45,연결앱결제,미혼,True,대구광역시,수성구,40대
838,143429824,정상회원,여,50,국민카드,미혼,True,강원도,강릉시,50대
839,143613568,정상회원,여,32,롯데카드,기혼,False,충청북도,충주시,30대
840,143802880,정상회원,여,44,삼성카드,미혼,False,경상남도,창원시,40대
841,143810304,정상회원,여,46,우리은행,기혼,False,경기도,김포시,40대
842,144454336,정상회원,여,42,신한은행,기혼,False,대구광역시,북구,40대
843,144519296,정상회원,여,41,BC카드,기혼,미확인,대전광역시,유성구,40대
844,144730880,정상회원,여,53,신한은행,기혼,False,충청남도,아산시,50대
845,145085376,정상회원,여,41,신한은행,미확인,False,울산광역시,북구,40대
846,145087232,정상회원,여,66,농협중앙회,미확인,True,대전광역시,서구,60대
847,145512256,정상회원,여,53,롯데카드,기혼,미확인,경기도,성남시,50대
848,145916864,정상회원,여,34,국민은행,기혼,False,대전광역시,서구,30대
849,146297344,정상회원,여,43,농협중앙회,기혼,False,경기도,김포시,40대
850,146850432,정상회원,여,66,신한은행,미확인,미확인,경상남도,창원시,60대
851,146876416,정상회원,여,43,새마을금고,기혼,False,서울특별시,마포구,40대
852,147156672,정상회원,여,70,롯데카드,기혼,False,경기도,안양시,70대이상
853,147210496,정상회원,여,43,롯데카드,기혼,미확인,경기도,안양시,40대
854,147242048,정상회원,여,40,하나은행,미확인,False,대구광역시,달서구,40대
855,147355264,정상회원,남,47,롯데카드,기혼,False,충청북도,음성군,40대
856,147371968,정상회원,여,57,삼성카드,미확인,False,대전광역시,동구,50대
857,147407232,정상회원,여,49,국민은행,미확인,미확인,광주광역시,서구,40대
858,147516736,정상회원,여,56,신한은행,미확인,False,강원도,삼척시,50대
859,147735744,정상회원,여,47,신한은행,미혼,False,충청북도,충주시,40대
860,148177472,탈퇴,여,39,외환은행,기혼,False,경상남도,거제시,30대
861,148424320,정상회원,여,58,연결앱결제,기혼,False,부산광역시,남구,50대
862,148535680,정상회원,여,67,연결앱결제,미확인,False,경기도,수원시,60대
863,148602496,정상회원,여,54,신한은행,기혼,미확인,경기도,김포시,50대
864,149168576,정상회원,여,54,국민카드,기혼,False,부산광역시,남구,50대
865,149239104,정상회원,여,50,신한카드,미확인,False,경기도,고양시,50대
866,149270656,정상회원,여,54,하나은행,기혼,False,충청남도,보령시,50대
867,149359744,정상회원,여,46,롯데카드,기혼,False,경상북도,포항시,40대
868,149426560,정상회원,여,84,롯데카드,미확인,False,대구광역시,달서구,70대이상
869,150029760,정상회원,남,57,신한은행,미확인,False,부산광역시,북구,50대
870,150037184,정상회원,여,60,국민은행,기혼,False,경상남도,창원시,60대
871,150048320,정상회원,여,40,현대카드,기혼,False,경기도,의정부시,40대
872,150081728,정상회원,여,72,신한은행,미혼,False,충청남도,서산시,70대이상
873,150100288,정상회원,여,62,우리은행,미확인,True,경기도,수원시,60대
874,150235776,정상회원,여,33,국민카드,미확인,False,경기도,포천시,30대
875,150302592,정상회원,여,41,우리은행,미확인,미확인,부산광역시,영도구,40대
876,150798144,정상회원,여,41,국민은행,기혼,미확인,경기도,구리시,40대
877,150881664,정상회원,여,40,우리은행,미확인,False,전라북도,익산시,40대
878,151032000,정상회원,여,62,외환은행,미확인,False,충청북도,음성군,60대
879,151046848,정상회원,여,52,연결앱결제,기혼,False,전라북도,군산시,50대
880,151429184,정상회원,여,46,신한은행,미확인,False,경상남도,함양군,40대
881,151546112,정상회원,여,42,연결앱결제,미확인,False,광주광역시,서구,40대
882,151568384,정상회원,여,42,국민은행,기혼,False,대구광역시,수성구,40대
883,151663040,정상회원,여,42,우리은행,미확인,False,충청남도,천안시,40대
884,151689024,정상회원,여,59,국민은행,미확인,False,경상남도,김해시,50대
885,151783680,정상회원,여,49,롯데카드,미혼,False,부산광역시,수영구,40대
886,152154880,정상회원,여,44,국민은행,기혼,True,충청북도,증평군,40대
887,152184576,정상회원,여,37,국민카드,기혼,False,경상북도,경산시,30대
888,152282944,정상회원,여,40,신한카드,기혼,미확인,경기도,용인시,40대
889,152401728,정상회원,여,42,롯데카드,기혼,True,서울특별시,노원구,40대
890,152572480,정상회원,여,47,우리은행,미혼,False,충청북도,진천군,40대
891,152605888,정상회원,여,36,농협중앙회,기혼,True,경기도,가평군,30대
892,152607744,정상회원,여,46,롯데카드,기혼,False,서울특별시,마포구,40대
893,152739520,정상회원,여,39,롯데카드,기혼,False,대구광역시,달서구,30대
894,152746944,정상회원,여,43,국민카드,미혼,False,경기도,의정부시,40대
895,152956672,정상회원,여,66,새마을금고,기혼,False,충청북도,청주시,60대
896,153242496,정상회원,여,39,우리은행,기혼,미확인,충청북도,증평군,30대
897,153489344,정상회원,여,38,국민은행,미혼,False,대전광역시,서구,30대
898,153717632,정상회원,여,43,국민은행,미혼,미확인,경상북도,구미시,40대
899,153723200,정상회원,여,44,연결앱결제,미확인,False,경상남도,창원시,40대
900,153726912,정상회원,여,45,국민카드,기혼,미확인,경상남도,양산시,40대
901,153745472,정상회원,여,43,농협중앙회,기혼,False,대전광역시,유성구,40대
902,153747328,정상회원,여,45,기업은행,기혼,False,경상북도,포항시,40대
903,153877248,정상회원,여,51,우리은행,미확인,미확인,강원도,원주시,50대
904,153886528,정상회원,여,44,우체국,기혼,False,경상북도,경산시,40대
905,153888384,정상회원,여,36,롯데카드,기혼,False,서울특별시,은평구,30대
906,153893952,정상회원,여,37,하나은행,기혼,False,울산광역시,울주군,30대
907,154096256,정상회원,여,50,우체국,미확인,False,광주광역시,서구,50대
908,154215040,정상회원,여,53,연결앱결제,미확인,미확인,서울특별시,영등포구,50대
909,154344960,정상회원,여,53,롯데카드,미확인,False,충청남도,아산시,50대
910,154396928,정상회원,여,55,국민카드,기혼,False,경상남도,거제시,50대
911,154543552,정상회원,여,49,우리은행,기혼,False,서울특별시,강남구,40대
912,154589952,정상회원,여,48,씨티은행,기혼,False,서울특별시,영등포구,40대
913,155122624,정상회원,여,49,연결앱결제,미확인,False,경기도,용인시,40대
914,155174592,정상회원,여,54,우리은행,미확인,False,전라남도,광양시,50대
915,155417728,정상회원,여,45,연결앱결제,미확인,False,부산광역시,해운대구,40대
916,155488256,정상회원,여,64,국민은행,기혼,False,경상북도,경산시,60대
917,155642304,정상회원,여,35,국민카드,기혼,False,경기도,안성시,30대
918,155646016,정상회원,여,36,농협중앙회,미확인,False,제주특별자치도,제주시,30대
919,155651584,정상회원,여,39,신한은행,미확인,False,인천광역시,미추홀구,30대
920,155670144,정상회원,여,37,연결앱결제,미확인,False,부산광역시,수영구,30대
921,155759232,정상회원,여,43,연결앱결제,미확인,True,부산광역시,남구,40대
922,155931840,정상회원,여,41,연결앱결제,기혼,True,부산광역시,기장군,40대
923,156741056,정상회원,여,43,신한은행,미확인,False,서울특별시,동작구,40대
924,156787456,정상회원,여,40,연결앱결제,미확인,미확인,경기도,시흥시,40대
925,156813440,정상회원,여,33,국민은행,미혼,False,부산광역시,부산진구,30대
926,156889536,정상회원,여,55,씨티은행,미확인,미확인,경기도,수원시,50대
927,157080704,정상회원,여,43,롯데카드,기혼,미확인,부산광역시,해운대구,40대
928,157084416,정상회원,여,40,현대카드,기혼,False,경상남도,창원시,40대
929,157086272,정상회원,여,41,연결앱결제,미확인,False,부산광역시,부산진구,40대
930,157158656,정상회원,여,42,롯데카드,기혼,False,경상북도,김천시,40대
